lead_id,company_name,contact_name,email,phone,title,company_size,industry,lead_source,campaign_id,assigned_rep_id,lead_score,status,created_date,last_activity,converted_date
2761,"White, Rodriguez and Brown",Madison Strong,bennettrichard@example.org,879-717-0857x23015,Research scientist (maths),4451,Retail,Cold Call,10.0,40.0,100,Qualified,2023-01-22,2024-07-16,
2762,Taylor Inc,Ian Bryan,wrightjonathan@example.com,492-772-8103,"Accountant, chartered",2140,Manufacturing,Partner,20.0,,95,Converted,2023-07-09,2024-02-03,
2763,Mejia-Hurley,Kristina Lester,craigdavid@example.com,(716)269-4781x05043,Research scientist (physical sciences),8822,Finance,Referral,1.0,9.0,14,Converted,2023-02-06,2023-10-27,
2764,"Carrillo, Jones and Simpson",Ricky Cruz,bjordan@example.com,225.453.0156x7063,"Designer, textile",5890,Retail,Trade Show,14.0,11.0,98,Converted,2023-03-23,2024-09-14,
2765,"Greer, Medina and Day",Mr. Kevin Murphy,iharmon@example.net,544.208.0249x4914,Systems analyst,2698,Retail,Cold Call,9.0,2.0,17,Disqualified,2023-05-01,2023-08-13,
2766,Sanchez-Williams,William Andrews,zwright@example.org,001-515-709-9108x504,"Engineer, maintenance (IT)",7527,Retail,Trade Show,18.0,48.0,22,New,2023-12-31,2023-01-31,
2767,Cooper-Johnson,Dylan Bennett,david69@example.org,001-503-944-1449x1196,IT trainer,4781,Healthcare,Social Media,2.0,15.0,60,Qualified,2023-07-06,2023-10-21,
2768,Williams PLC,David Richmond,santosbonnie@example.org,001-719-766-4434x8506,Acupuncturist,5591,Finance,Partner,15.0,20.0,69,New,2024-02-26,2023-12-20,
2769,Atkins-Johnson,John Massey MD,saramiller@example.net,(209)784-6032x6847,Media buyer,7541,Manufacturing,Cold Call,7.0,,86,Contacted,2023-03-25,2023-07-03,
2770,Morgan-Sandoval,Jennifer Vargas,howarddawson@example.com,2243113700,Economist,4811,Retail,Partner,15.0,20.0,58,Qualified,2024-01-11,2023-06-08,
2771,Davis-Bailey,Jennifer Nichols,isabella41@example.com,+1-373-313-3224x34323,Trading standards officer,8933,Finance,Cold Call,,,100,Disqualified,2023-11-24,2024-05-29,
2772,King-Mendoza,Stephanie Bonilla,waderenee@example.org,(676)673-9571,Regulatory affairs officer,5458,Retail,Website,11.0,31.0,90,New,2024-07-19,2024-07-23,2024-04-02
2773,"Washington, Reid and Decker",Jeffrey Hicks,christopherstephens@example.org,(499)746-0522,Geophysicist/field seismologist,2794,Finance,Cold Call,12.0,41.0,76,Disqualified,2023-12-12,2024-07-12,
2774,"Watkins, Hammond and Adams",Sierra Martin,jessicasloan@example.org,647.357.8780x1235,Building services engineer,4481,Retail,Cold Call,6.0,13.0,28,Qualified,2023-10-17,2024-12-01,
2775,Bell-Livingston,Nicholas Cisneros,william76@example.com,938.870.9215,Teaching laboratory technician,3490,Technology,Partner,,13.0,32,Contacted,2024-09-28,2023-01-30,
2776,Hurley-Mitchell,Jennifer Williams,christopherjimenez@example.net,2552936008,Public relations officer,5997,Healthcare,Social Media,,37.0,21,Qualified,2024-05-02,2023-02-27,
2777,"Palmer, Aguilar and Cuevas",Katelyn Monroe,ldaniel@example.com,659-403-3055,Adult nurse,2134,Manufacturing,Trade Show,,30.0,23,Converted,2023-05-03,2023-06-04,
2778,Horton Ltd,Brenda Hughes,kimberlygilmore@example.com,001-276-506-6783,Data processing manager,1125,Retail,Email Campaign,,48.0,18,Qualified,2023-02-27,2024-02-22,
2779,Kramer-Thompson,Sue Miller,maciasmichael@example.net,+1-570-766-0337x612,Banker,2111,Technology,Trade Show,13.0,,6,New,2023-10-28,2024-01-15,
2780,"Perkins, Rivera and Williams",Luis Oconnor,bcox@example.org,910.620.0115,"Engineer, materials",8121,Retail,Trade Show,,50.0,50,Converted,2024-09-27,2023-01-20,2024-07-05
2781,"Riley, Snyder and Fox",Joshua Delgado,josephprice@example.com,930-889-3731,"Designer, television/film set",5391,Healthcare,Email Campaign,,15.0,62,Converted,2023-11-08,2024-04-22,
2782,Kelley-Alvarez,Tyler Chaney,smithmichael@example.net,(418)415-8719,Textile designer,5226,Healthcare,Cold Call,,32.0,31,Disqualified,2023-05-06,2023-04-28,
2783,"Espinoza, Mcclain and Powell",Melissa Guerra DDS,smoreno@example.com,2602004292,Curator,7289,Manufacturing,Referral,1.0,,59,Contacted,2023-05-11,2023-08-11,2024-07-21
2784,Christian Ltd,Mr. David Sharp,donnahall@example.org,+1-272-586-3748x01821,TEFL teacher,818,Healthcare,Social Media,,49.0,82,Converted,2024-04-27,2023-06-13,
2785,Lowe LLC,Haley Hobbs,qmolina@example.com,(531)652-8879x9655,Banker,8927,Finance,Trade Show,,36.0,1,Qualified,2024-04-28,2024-11-26,
2786,Erickson LLC,Michael Ritter,collinsjanice@example.org,(963)215-7353x483,"Sales professional, IT",3102,Retail,Referral,7.0,44.0,85,Contacted,2023-08-14,2024-12-08,2023-05-26
2787,Johnson-Perez,Angelica Smith,ygreen@example.com,(202)620-6517x934,"Nurse, children's",7424,Manufacturing,Social Media,11.0,24.0,10,Disqualified,2024-10-07,2024-03-10,
2788,Wiley-Jennings,Donna Schmidt,ricedean@example.net,001-797-995-4606x47375,Archivist,5079,Technology,Website,,,12,New,2023-04-06,2024-12-27,
2789,"Prince, Johnson and Holloway",Alexander Phillips,chelseabush@example.net,(873)900-8076,Secretary/administrator,5574,Technology,Email Campaign,13.0,35.0,10,Converted,2024-01-19,2023-08-13,
2790,King-Weaver,Jessica Guzman,erika01@example.org,001-578-759-6247x7960,"Designer, television/film set",4660,Education,Trade Show,,41.0,10,Qualified,2024-11-05,2024-06-18,
2791,"Carpenter, Meyers and Smith",Dan Robertson,elizabeth40@example.com,001-734-208-1404,"Journalist, broadcasting",4387,Technology,Website,,16.0,3,Qualified,2023-09-09,2024-02-27,
2792,Schaefer and Sons,Matthew Blankenship,andrew73@example.org,930.844.4740x964,Armed forces technical officer,5680,Technology,Cold Call,15.0,6.0,88,Disqualified,2023-12-15,2024-10-19,
2793,Ellis-Wilkinson,Joanna Reeves,russellbutler@example.org,001-766-623-5412x56552,Illustrator,3067,Finance,Referral,1.0,24.0,85,Qualified,2023-11-03,2023-03-27,
2794,Warren-Morse,Cassandra Bennett,arellanorodney@example.net,+1-466-437-9675x42825,Hospital pharmacist,4018,Technology,Website,9.0,41.0,4,Qualified,2024-07-05,2024-05-23,
2795,Wheeler Inc,Megan Montoya,vrobbins@example.net,747-540-7449,Environmental education officer,9069,Finance,Website,12.0,,17,Qualified,2023-01-15,2024-07-09,
2796,Burns Ltd,Shelby Schmidt,paigelee@example.net,+1-330-259-8815x9358,Secretary/administrator,9892,Education,Website,18.0,42.0,52,Converted,2023-01-02,2024-12-29,
2797,Romero Group,Laura Nguyen,nicholsjennifer@example.net,326-760-8454,Occupational therapist,2456,Finance,Cold Call,11.0,43.0,62,New,2023-10-29,2024-07-28,
2798,Thompson LLC,Wayne Murphy,amanda84@example.org,+1-926-679-0811x36837,"Psychologist, prison and probation services",7015,Technology,Email Campaign,12.0,11.0,44,Contacted,2024-12-16,2023-11-11,2023-01-23
2799,Knight and Sons,Kaylee Hood,samanthahill@example.org,+1-483-902-0276,Senior tax professional/tax inspector,7350,Healthcare,Cold Call,17.0,5.0,67,Converted,2023-10-27,2024-05-17,
2800,"Golden, Thomas and Morales",Natasha Stewart,simmonssamuel@example.com,729.624.7056x8853,Gaffer,7102,Technology,Trade Show,,45.0,58,Contacted,2024-09-09,2024-11-01,
2801,Cooper and Sons,Carla Vargas,priceernest@example.org,767-866-5156x61083,"Engineer, materials",9191,Technology,Website,12.0,,25,Contacted,2024-05-09,2023-01-28,2023-12-09
2802,"Padilla, Moody and Montes",Amanda Chandler,amanda09@example.org,933.628.8148,Drilling engineer,9614,Finance,Email Campaign,20.0,,73,Contacted,2024-09-12,2024-07-17,
2803,Norris-Werner,Renee Howard,jatkinson@example.net,359.217.8295,"Radiographer, diagnostic",1058,Technology,Social Media,14.0,,15,Qualified,2023-12-02,2024-09-18,
2804,Russell and Sons,David Dennis,kelleyjason@example.net,720-493-9247x42857,Banker,51,Manufacturing,Email Campaign,1.0,,57,Qualified,2024-01-04,2024-10-01,
2805,Howard LLC,Victoria Smith,zwagner@example.org,353-336-7361x062,"Therapist, occupational",856,Education,Social Media,,18.0,20,Contacted,2024-05-27,2023-07-16,
2806,Garcia-Adkins,Eric Wallace,whitneycollins@example.org,624.290.8405x1221,Planning and development surveyor,4165,Healthcare,Trade Show,3.0,20.0,47,Qualified,2023-08-16,2024-10-15,
2807,"Griffith, Gonzales and Taylor",Patrick Small,allenfischer@example.com,001-828-993-9673x113,"Engineer, site",9495,Healthcare,Trade Show,8.0,10.0,84,New,2023-08-16,2023-08-18,2024-12-03
2808,Mosley Group,Lori Anderson,xreyes@example.net,958-761-2138x2321,Clinical biochemist,3969,Finance,Cold Call,,,82,Converted,2023-08-03,2024-03-20,2023-03-09
2809,Dougherty-Jones,Tony Garcia,donaldedwards@example.net,001-632-739-5683x3844,Software engineer,8139,Finance,Cold Call,,6.0,46,Disqualified,2023-02-27,2023-06-25,2024-04-22
2810,Miller PLC,Angela Ross,ccase@example.net,(679)930-3351,Lobbyist,9852,Manufacturing,Social Media,,36.0,30,Qualified,2024-09-07,2024-08-29,2023-11-24
2811,Wolfe-Hamilton,Kelly Sanchez,poncetina@example.com,001-589-462-7404x1713,"Administrator, Civil Service",7319,Technology,Email Campaign,16.0,,32,Contacted,2023-12-17,2023-04-04,
2812,Hughes Ltd,Jamie Diaz,patrickwilkerson@example.net,233-509-9188,Data scientist,8626,Manufacturing,Cold Call,,5.0,74,New,2024-04-27,2023-12-02,
2813,Johnson-Hernandez,John Young,xgould@example.net,(553)580-1868x95931,Television production assistant,3420,Education,Referral,,16.0,89,Disqualified,2024-12-25,2024-11-12,
2814,Powell-Black,Brianna Cox,owenslaura@example.org,630-563-7042x12900,Newspaper journalist,302,Finance,Referral,3.0,9.0,15,Converted,2024-03-17,2023-11-29,2024-04-22
2815,Patrick Ltd,Teresa Greene,millerjoshua@example.com,384.719.1087x61607,Immigration officer,3974,Manufacturing,Partner,,,72,Qualified,2024-02-11,2024-04-26,
2816,Scott-Horne,Steven Moyer,austin15@example.org,(758)925-8827x443,Personnel officer,4906,Technology,Social Media,14.0,,63,Contacted,2023-05-12,2023-04-10,
2817,"Carpenter, Anderson and Orozco",Carolyn Howard,hamptonscott@example.com,001-525-551-4919x8218,"Engineer, structural",5913,Technology,Social Media,,43.0,27,Disqualified,2024-04-08,2024-11-25,2024-02-13
2818,Taylor PLC,James Martin,wilsonjames@example.net,508-454-6139,Social researcher,9063,Finance,Email Campaign,14.0,,79,New,2024-06-24,2024-03-17,
2819,Gutierrez-Prince,Peggy Perry,dwayne46@example.com,257-946-9956x9554,Control and instrumentation engineer,7850,Finance,Referral,3.0,44.0,88,Converted,2024-05-16,2024-06-27,
2820,"Cannon, Davis and Foster",Vernon Waters,amorris@example.org,+1-898-742-7818x915,Clinical psychologist,5444,Education,Referral,9.0,,26,New,2024-12-12,2023-02-25,
2821,"Wyatt, Wood and Fitzpatrick",Daniel Brewer,amanda71@example.com,230-927-8969x0503,Musician,4312,Finance,Cold Call,8.0,35.0,80,Disqualified,2023-08-21,2024-09-02,
2822,Howard-Wood,Jacqueline Willis,pharrington@example.net,+1-239-817-3693x125,Forensic psychologist,3574,Manufacturing,Trade Show,,19.0,69,Converted,2024-05-24,2024-12-18,
2823,"Howard, Mills and Erickson",Sara Foster,lloydjessica@example.com,(292)360-3754x0498,Field seismologist,6380,Retail,Trade Show,1.0,2.0,33,Disqualified,2024-03-25,2024-02-24,
2824,"Stevenson, Williams and Wilson",Jason Walsh,manuelwright@example.org,329.930.2448x3024,Community arts worker,1332,Finance,Cold Call,,1.0,5,Converted,2023-01-03,2024-03-02,2024-11-21
2825,"Taylor, Arellano and Phelps",Larry Fields,savagetraci@example.org,705.203.9005x440,Trade union research officer,9662,Technology,Cold Call,14.0,38.0,41,Contacted,2024-09-05,2024-02-08,
2826,"Fleming, Doyle and Wiley",Katherine Rivera,whogan@example.net,+1-486-823-2104x403,Illustrator,2689,Retail,Referral,15.0,32.0,16,Qualified,2024-06-05,2024-06-22,
2827,Keith Ltd,Michael Gutierrez DVM,michael31@example.org,908.378.8877,"Psychotherapist, child",8881,Manufacturing,Website,8.0,,78,Converted,2024-05-01,2023-07-15,
2828,Snow LLC,Dawn Cruz,pmills@example.org,668-349-6870x19109,Make,9169,Retail,Social Media,2.0,,36,Contacted,2023-01-31,2023-05-28,2023-10-03
2829,Jackson-Turner,Blake Smith,robertking@example.net,001-811-804-8464x020,Barista,5316,Retail,Partner,16.0,49.0,71,Qualified,2023-10-20,2024-09-17,
2830,Miles and Sons,Cheryl Davenport,castrojeanne@example.net,+1-546-321-8671x108,Cytogeneticist,4961,Healthcare,Website,3.0,10.0,91,Qualified,2024-11-04,2023-08-05,
2831,"Poole, Anderson and Nicholson",Eric Schwartz,baxterfrank@example.net,362-467-2785,Metallurgist,4102,Education,Trade Show,,7.0,56,Contacted,2024-06-13,2024-04-17,
2832,Fischer-Young,Sarah Walter,hsantana@example.com,(249)306-9281,"Scientist, biomedical",9016,Retail,Referral,16.0,12.0,73,New,2024-03-04,2023-04-20,
2833,Cox Ltd,Jessica Hess,knoxbrian@example.com,001-502-561-7068x0469,Financial controller,375,Retail,Social Media,15.0,8.0,24,Qualified,2023-11-23,2023-03-06,2024-02-05
2834,"Casey, Ruiz and Lewis",Mr. Charles Jones,elizabethroman@example.org,859.602.8777x0285,"Scientist, marine",3000,Technology,Social Media,4.0,,5,Qualified,2024-06-01,2023-09-12,2023-11-07
2835,"Munoz, Martin and Singh",Shawn Woods,garrettbowers@example.com,916.570.7378,"Engineer, water",1600,Retail,Partner,,44.0,86,Converted,2024-09-10,2024-04-19,
2836,Houston-Robinson,Julia Avila,alexandrawiggins@example.com,844-648-9584,Orthoptist,1858,Healthcare,Website,5.0,17.0,58,Contacted,2024-02-29,2024-12-17,2024-07-29
2837,"Wong, Nunez and Richardson",Lisa Grant,hreed@example.com,424-861-6318x1406,Charity fundraiser,5250,Healthcare,Social Media,3.0,,24,Qualified,2024-11-17,2024-12-25,
2838,"Rogers, Oneal and Ford",Danielle Cox,bingram@example.org,933.588.8829x3622,Charity officer,319,Retail,Trade Show,,48.0,62,Contacted,2024-09-14,2024-06-26,2024-03-23
2839,Cain and Sons,James Fitzgerald,mhuang@example.org,596-346-4369x260,Holiday representative,298,Education,Cold Call,7.0,,51,Disqualified,2024-04-06,2024-11-29,
2840,Smith-Cantrell,William Cardenas,doylegregory@example.com,+1-244-229-0950x370,Clinical embryologist,424,Retail,Trade Show,17.0,46.0,30,Converted,2024-04-21,2023-11-16,
2841,"Middleton, Nelson and Farrell",Joann Atkins,kevinstanley@example.org,+1-427-802-3258x529,Comptroller,1547,Technology,Email Campaign,9.0,,71,Converted,2023-01-04,2024-04-23,
2842,Cameron LLC,Adam Graham,meagansingh@example.com,(288)388-4223x04457,Animal nutritionist,9567,Technology,Website,15.0,10.0,10,Qualified,2023-04-20,2024-02-09,
2843,Gutierrez LLC,Kerri Duncan,clarkmatthew@example.org,627.287.9255x70999,Diagnostic radiographer,3312,Education,Partner,,21.0,54,Disqualified,2024-03-29,2023-07-28,2024-01-19
2844,Chen LLC,Kelly Turner,davidwhite@example.com,001-278-648-7541x86813,Public affairs consultant,4364,Healthcare,Trade Show,,14.0,66,Contacted,2023-10-16,2023-10-04,2024-07-13
2845,"Howard, Young and Morgan",Roger Clarke,thomas45@example.org,(595)269-9239x5279,Further education lecturer,4516,Technology,Social Media,11.0,,64,New,2024-10-02,2024-05-07,
2846,"Ho, Lyons and Richardson",Kathleen Boyd,richmondmargaret@example.net,001-428-448-3749,Retail merchandiser,6973,Finance,Website,,2.0,32,Disqualified,2023-05-10,2023-01-22,
2847,Hampton Ltd,Jackie Jackson PhD,amber82@example.net,001-656-536-9567x6631,"Presenter, broadcasting",2829,Retail,Website,17.0,30.0,11,New,2024-12-29,2024-07-26,
2848,"Smith, Miller and Garcia",Linda Small,jenniferpeterson@example.org,673-851-4837x495,"Engineer, mining",7846,Healthcare,Social Media,6.0,45.0,53,New,2023-07-27,2024-03-06,
2849,Jones Inc,Jill Andrews,tina54@example.com,(797)570-2889x309,Science writer,4345,Manufacturing,Referral,,20.0,9,New,2024-04-11,2023-03-23,2023-10-29
2850,"Miller, Hunt and Carpenter",Kaitlyn Powers,dennisbarbara@example.net,+1-725-412-7565x56165,"Scientist, research (medical)",881,Technology,Partner,8.0,2.0,97,Contacted,2023-08-09,2023-10-24,
2851,"Boone, Collins and Sanchez",Christopher Reed,nelsonmary@example.com,410-870-9075x9738,Early years teacher,1231,Technology,Cold Call,,48.0,11,Contacted,2023-06-02,2023-01-05,
2852,Hernandez Ltd,Stephanie Shah,brandongraves@example.net,964.386.9717x4337,Land,2138,Finance,Trade Show,13.0,27.0,100,Contacted,2024-04-18,2023-06-28,
2853,"Perez, Duran and Rhodes",Joy Carpenter,janet22@example.net,537-256-5589x96340,"Administrator, charities/voluntary organisations",2635,Technology,Trade Show,,10.0,26,Disqualified,2023-09-12,2023-09-12,
2854,Singh-Reynolds,Patrick Miller,suzanne81@example.net,5706781166,Clothing/textile technologist,6734,Healthcare,Website,,,85,New,2023-01-13,2024-04-28,
2855,"Thomas, Vance and Pennington",Grace Clark,sking@example.net,530.720.6457,Management consultant,1480,Retail,Trade Show,,25.0,13,Qualified,2024-09-18,2024-03-06,
2856,Fleming and Sons,Roger Mann,yburke@example.com,(733)233-8565,Magazine journalist,238,Manufacturing,Website,5.0,27.0,5,New,2024-07-22,2024-07-27,
2857,Rivas LLC,Justin Harris,brandy60@example.net,624-832-1880x1467,Careers information officer,2804,Manufacturing,Cold Call,6.0,,59,Qualified,2024-08-16,2024-02-12,
2858,Golden-Cox,Kara Griffin,julieewing@example.com,616-283-6993x9222,"Psychologist, occupational",9241,Healthcare,Partner,12.0,42.0,8,Contacted,2023-12-21,2023-04-15,
2859,Lindsey Group,Travis Allen,mturner@example.org,+1-216-791-2368x40137,Special educational needs teacher,7684,Education,Cold Call,17.0,,33,New,2023-02-18,2024-04-21,
2860,Chaney PLC,Mary Wallace,cheyennecarter@example.net,(743)305-0034x5451,"Engineer, mining",3305,Education,Cold Call,18.0,37.0,38,Qualified,2023-11-23,2023-01-19,
2861,"Parsons, Myers and Solis",Mike Matthews,whiteheadtrevor@example.net,332-619-8383,Manufacturing engineer,4502,Retail,Cold Call,17.0,19.0,81,Contacted,2023-11-18,2024-09-02,
2862,Burns and Sons,Tracy Welch,fosterdawn@example.org,001-432-500-8185x80219,"Therapist, nutritional",9829,Education,Partner,15.0,,36,Qualified,2023-12-30,2024-03-14,2023-10-21
2863,"Ross, Yu and Whitney",Samantha Harris,smiller@example.com,(435)693-2771,Passenger transport manager,4493,Retail,Partner,15.0,,61,Converted,2024-12-21,2024-05-11,
2864,Hoover-Mora,Cynthia Carter,waltonphillip@example.org,(594)781-4268,Higher education careers adviser,7663,Manufacturing,Social Media,7.0,47.0,48,Qualified,2023-10-11,2024-03-05,
2865,"Wade, Barker and Schwartz",Bianca White,edwardschelsea@example.org,2778208298,"Psychologist, occupational",3094,Manufacturing,Social Media,13.0,13.0,59,Contacted,2024-06-30,2024-04-23,
2866,Bradford-Barr,Betty Mcdowell,wlopez@example.org,(779)459-7243,Ophthalmologist,4937,Finance,Website,4.0,1.0,38,Contacted,2024-03-28,2024-01-07,2023-01-30
2867,Brown-Sanford,Travis Anderson,wellsalexis@example.com,(267)858-0190,Fish farm manager,637,Education,Website,11.0,,34,Contacted,2023-11-18,2023-11-14,
2868,Adams-Lewis,Thomas Allen,crawfordalbert@example.org,954.379.6139x48068,Animator,7530,Manufacturing,Partner,19.0,10.0,61,Qualified,2023-09-07,2024-04-30,
2869,Simmons-Long,Jordan Tucker,anita39@example.net,968-574-4161x668,Telecommunications researcher,3155,Finance,Website,,,90,New,2023-07-02,2023-01-21,2023-09-12
2870,Dunn-Gray,Carl Casey,larasandra@example.net,001-257-914-0874x4784,Quantity surveyor,3656,Education,Partner,5.0,6.0,59,New,2023-12-24,2024-11-10,
2871,Lee PLC,James Guerra,jeannebrown@example.net,001-499-301-9609,Metallurgist,1725,Retail,Partner,,18.0,52,Converted,2023-10-11,2023-03-21,2024-10-13
2872,"Barnes, Hess and Dunlap",James Lawson,simonjoseph@example.com,(231)947-0302x887,"Education officer, environmental",2872,Finance,Website,13.0,3.0,44,New,2024-08-06,2024-07-23,
2873,Freeman Inc,Jorge Silva,hollygreen@example.com,509-735-2051x63012,Chief Executive Officer,5547,Technology,Referral,5.0,6.0,4,Converted,2023-07-24,2024-07-04,
2874,Welch Ltd,Mr. Sean Andrews,jeffrey23@example.com,787.901.6045x940,Animator,9837,Education,Social Media,3.0,3.0,93,Qualified,2023-08-31,2023-09-16,
2875,Hamilton and Sons,Tony Williams,rhernandez@example.net,295-523-0611x5318,"Accountant, chartered",9288,Manufacturing,Partner,19.0,26.0,9,Converted,2024-03-04,2023-01-27,
