lead_id,campaign_id,audience_id,first_name,last_name,email,phone,company,job_title,industry,company_size,lead_source,lead_score,status,created_date,last_activity,converted_date,country,state,city,utm_source,utm_medium,utm_campaign
778,20,1,Sarah,Scott,fmarquez@example.org,001-683-909-7542,Moyer Ltd,"Scientist, clinical (histocompatibility and immunogenetics)",Retail,5513,Influencer,91,Qualified,2024-07-05,2024-12-30,,Liberia,Maine,Elliston,influencer,organic,events_campaign_20
779,36,3,Ann,Martinez,matthewthompson@example.org,(218)808-2267,"Sullivan, Luna and Hernandez",Planning and development surveyor,Finance,3331,Direct Mail,71,Qualified,2024-09-28,2024-10-12,,Kuwait,California,Parkerhaven,direct_mail,social,social_media_campaign_36
780,7,3,Kayla,Smith,lopezvictoria@example.com,8908703780,"Walker, Johnson and Mcbride",Animal nutritionist,Retail,8436,Influencer,31,Contacted,2024-06-03,2024-08-16,,Puerto Rico,Vermont,Vasquezport,influencer,referral,direct_mail_campaign_7
781,29,6,Michelle,Peck,christinabailey@example.com,445-365-7267x6541,Cuevas-Nelson,Publishing rights manager,Retail,5735,Influencer,1,New,2023-09-29,2024-02-25,2024-09-07,Bahamas,Idaho,Proctorfurt,influencer,referral,seo_campaign_29
782,15,2,Brian,Martinez,qalvarado@example.com,(657)233-0907,"James, Rogers and Reynolds",Lobbyist,Healthcare,2433,Paid Search,35,Converted,2023-08-11,2024-03-19,2023-09-07,Russian Federation,Oklahoma,South Kathleen,paid_search,referral,events_campaign_15
783,38,7,Tonya,Brown,mary36@example.net,001-769-833-2763x34228,Ayala PLC,Exercise physiologist,Education,2291,Direct Mail,29,Converted,2023-11-22,2024-01-30,,Mozambique,Indiana,North Jessebury,direct_mail,organic,seo_campaign_38
784,50,4,Jessica,Klein,smithheather@example.com,(534)503-7043,Vega Ltd,Soil scientist,Government,8432,Influencer,27,Disqualified,2024-10-08,2024-11-02,,Belize,Florida,Debbieside,influencer,email,email_campaign_50
785,18,7,Steven,Gonzales,karen17@example.com,001-668-406-4554,Richardson Ltd,"Solicitor, Scotland",Government,3645,Webinars,60,Disqualified,2024-11-22,2024-11-27,2024-11-21,Rwanda,Georgia,Gonzalezchester,webinars,referral,email_campaign_18
786,34,7,Michael,Harris,aliciahawkins@example.net,001-503-597-9978,Steele Inc,Field seismologist,Healthcare,1550,Events,77,Disqualified,2024-04-03,2024-08-09,,Italy,Minnesota,Kimberlytown,events,social,seo_campaign_34
787,22,5,Alexander,Graham,xlittle@example.org,(573)447-6714x9986,"Silva, Ramsey and Davis",Academic librarian,Healthcare,8647,Display,43,Qualified,2023-10-25,2024-10-15,,Chile,Georgia,West Michaelfurt,display,social,seo_campaign_22
788,44,7,Scott,Harris,mperez@example.com,+1-759-840-3895x546,"Delgado, Gonzalez and Harrison",Scientific laboratory technician,Education,3559,Influencer,5,New,2023-12-29,2024-10-30,2024-08-13,Saint Pierre and Miquelon,New Jersey,South Emily,influencer,social,content_marketing_campaign_44
789,44,7,Julia,Jackson,ddouglas@example.org,001-822-234-8749x3916,Carpenter Inc,Toxicologist,Technology,4954,Influencer,71,Disqualified,2024-03-23,2024-09-06,,Angola,West Virginia,Clarkberg,influencer,organic,content_marketing_campaign_44
790,20,1,Kevin,Campos,elizabethpalmer@example.net,(841)676-0909x371,"Sandoval, Diaz and Herring",Clinical cytogeneticist,Technology,4679,Influencer,45,Converted,2024-07-12,2024-11-09,,Jordan,Oregon,Jonathanfort,influencer,social,events_campaign_20
791,45,1,Susan,Hall,dtate@example.net,001-652-989-0566x51837,Davis-Rice,"Solicitor, Scotland",Retail,3874,Direct Mail,57,Contacted,2023-08-29,2023-11-20,2024-05-27,Iraq,North Carolina,Christinehaven,direct_mail,email,influencer_campaign_45
792,26,7,Eric,Morris,johnhunt@example.net,+1-896-746-9243x4354,Barajas and Sons,"Civil engineer, consulting",Manufacturing,5828,SEO,50,New,2024-06-26,2024-03-24,2023-06-14,Mayotte,Arizona,West Mindy,seo,organic,events_campaign_26
793,40,2,Kelly,Simmons,brenda03@example.com,(347)747-6911x6122,Mercer and Sons,"Teacher, special educational needs",Government,6637,Email,90,Contacted,2023-03-13,2024-03-04,,Russian Federation,North Carolina,Lake Annaton,email,email,webinars_campaign_40
794,20,1,David,Boyd,jasonwatson@example.net,(560)213-8550x02957,Frey Inc,Broadcast presenter,Healthcare,4822,Influencer,46,Converted,2024-07-03,2024-10-08,,Monaco,Arkansas,Adkinsland,influencer,referral,events_campaign_20
795,19,5,Cathy,Townsend,lopezrichard@example.net,(905)351-9193x968,"Hamilton, Keller and Jones",Actor,Retail,188,Influencer,83,Contacted,2024-06-28,2024-04-21,,Russian Federation,Hawaii,Andreville,influencer,referral,direct_mail_campaign_19
796,28,1,Christopher,Estes,jaredtaylor@example.org,395-922-0940x037,Cox-Peters,Musician,Healthcare,7356,Display,33,Disqualified,2024-12-19,2024-12-23,2024-12-27,Ukraine,Idaho,Mccormickberg,display,email,influencer_campaign_28
797,42,1,Jerome,Brown,xvargas@example.org,(457)512-1186x01811,"Mendez, Franklin and Walker",Barrister's clerk,Healthcare,5318,Direct Mail,46,Disqualified,2024-10-27,2024-07-31,,Mozambique,Washington,North Ruben,direct_mail,social,direct_mail_campaign_42
798,15,2,Danny,Mitchell,carol88@example.net,+1-210-796-1968x045,Davis and Sons,Artist,Government,3558,Paid Search,55,New,2023-08-23,2024-02-08,,Singapore,Connecticut,West Jonathanchester,paid_search,email,events_campaign_15
799,35,3,Jacqueline,Holt,qmeadows@example.org,001-783-246-9544x95060,Carey-Schwartz,"Programmer, multimedia",Finance,5579,Events,51,Converted,2024-09-24,2024-09-30,,Northern Mariana Islands,Ohio,Ashleyton,events,organic,webinars_campaign_35
800,17,2,Donald,Mcgrath,torreselizabeth@example.net,5496577625,Sullivan-Myers,Chartered certified accountant,Retail,5659,Events,25,New,2023-08-31,2024-11-28,,Lithuania,Florida,Martinezport,events,organic,webinars_campaign_17
801,34,7,Luke,Knox,tammyhayden@example.com,(897)861-1662,Tate LLC,"Therapist, speech and language",Retail,2089,Events,35,Converted,2024-07-08,2024-08-13,,Solomon Islands,Utah,Webbton,events,email,seo_campaign_34
802,26,7,Mike,Moore,rreese@example.com,7214572312,White-Harris,"Designer, blown glass/stained glass",Finance,6395,SEO,5,New,2024-02-08,2024-08-08,,Taiwan,South Carolina,Carolineland,seo,organic,events_campaign_26
803,12,4,Daniel,Sosa,morganedward@example.net,(735)531-3184x560,Beck-Allen,Computer games developer,Manufacturing,2025,Events,1,Disqualified,2023-11-13,2023-12-22,,Faroe Islands,Kentucky,Lake Daniel,events,paid,seo_campaign_12
804,45,1,Danielle,Jones,aguirreamanda@example.com,834.437.7982x40211,Davis Group,Writer,Retail,8472,Direct Mail,11,Disqualified,2023-07-25,2023-07-06,2024-09-13,Montenegro,Missouri,Port Lance,direct_mail,organic,influencer_campaign_45
805,23,5,Victoria,Stone,rcochran@example.com,(487)574-5263x488,"Todd, Snyder and Sims",International aid/development worker,Finance,4841,Webinars,96,Qualified,2024-12-16,2024-12-20,,Brazil,California,Cordovaside,webinars,social,events_campaign_23
806,36,3,Anthony,Williams,johnathandiaz@example.net,001-882-287-2047x6766,"Anderson, Payne and Simpson",IT sales professional,Manufacturing,8202,Direct Mail,58,New,2024-09-12,2024-06-18,,Latvia,Massachusetts,North Gabriella,direct_mail,social,social_media_campaign_36
807,46,6,Rhonda,Peters,curtiswaters@example.net,(662)510-7414,Reid Inc,"Administrator, local government",Government,6352,Social Media,11,Contacted,2023-07-25,2024-01-25,,Solomon Islands,Rhode Island,Velazquezstad,social_media,organic,display_campaign_46
808,20,1,Joseph,Harris,larsoncheryl@example.com,415-833-3497,"Mcdonald, Davis and Brady","Engineer, land",Government,4957,Influencer,29,Contacted,2024-07-05,2024-10-19,,Saint Vincent and the Grenadines,Virginia,Lisachester,influencer,email,events_campaign_20
809,47,4,Alyssa,Hunter,dhunt@example.net,(515)999-2794,Levine-Robinson,Conference centre manager,Education,4727,Influencer,75,New,2024-06-19,2023-10-08,2023-09-10,Colombia,Iowa,Josephton,influencer,organic,content_marketing_campaign_47
810,1,2,Keith,Clark,hooperjessica@example.net,836.887.4777x40703,Heath-Hendrix,Manufacturing engineer,Education,206,Display,1,Nurturing,2024-04-16,2024-07-19,,Burundi,Hawaii,North Michelle,display,social,content_marketing_campaign_1
811,44,7,Deanna,Martinez,michelegordon@example.net,(578)547-2643,Escobar Ltd,Media buyer,Manufacturing,9605,Influencer,56,Disqualified,2024-01-03,2024-09-23,,Iran,Texas,Johnsonview,influencer,referral,content_marketing_campaign_44
812,23,5,Vanessa,Davis,johnnysloan@example.org,484-398-1184x65124,Salas Ltd,Farm manager,Education,9132,Webinars,88,New,2024-12-16,2024-12-26,,Monaco,Virginia,Port Nicholas,webinars,referral,events_campaign_23
813,7,3,Christopher,Jenkins,beth58@example.net,001-559-842-1937x931,Browning Group,Legal secretary,Retail,8136,Influencer,23,Converted,2024-05-08,2024-06-21,,Lebanon,New York,Ashleystad,influencer,referral,direct_mail_campaign_7
814,28,1,Charles,Bass,christopher49@example.org,001-853-980-8842,Lee PLC,Training and development officer,Technology,8029,Display,52,New,2024-12-19,2024-12-19,2024-12-19,Czech Republic,South Carolina,West Kyletown,display,paid,influencer_campaign_28
815,19,5,Isaac,Gonzalez,victor21@example.com,001-690-910-8616,"Jacobs, Collins and Fuller",Toxicologist,Retail,1468,Influencer,44,Converted,2024-04-19,2024-09-21,2024-06-30,New Zealand,Oregon,Murraybury,influencer,organic,direct_mail_campaign_19
816,29,6,Hunter,Johnson,zwilson@example.org,001-937-426-4320x58699,Pruitt-Oliver,"Psychotherapist, child",Technology,5965,Influencer,47,Nurturing,2023-10-07,2023-12-22,,Turkey,New York,Smithville,influencer,paid,seo_campaign_29
817,20,1,Erica,Davis,nlowe@example.net,(860)396-8568,Reilly PLC,Lobbyist,Manufacturing,9912,Influencer,61,Qualified,2024-07-14,2024-10-01,,Tokelau,Pennsylvania,Mariaborough,influencer,organic,events_campaign_20
818,18,7,Joseph,Crawford,patrickhernandez@example.com,665.996.4587x6694,"Miller, Gomez and Fuller",Field trials officer,Finance,7264,Webinars,33,Contacted,2024-11-22,2024-12-14,2024-11-16,Singapore,Mississippi,South Tyler,webinars,referral,email_campaign_18
819,42,1,Adam,Hardy,oedwards@example.net,+1-245-703-7548x078,Patel and Sons,"Social research officer, government",Finance,6602,Direct Mail,75,Qualified,2024-04-17,2024-08-31,,Ireland,Rhode Island,Turnerhaven,direct_mail,email,direct_mail_campaign_42
820,45,1,Samantha,Shepherd,wellsstephen@example.org,415-806-3240x510,Black-Booth,Production engineer,Manufacturing,9527,Direct Mail,56,Qualified,2023-08-18,2023-12-05,,Lao People's Democratic Republic,Louisiana,Adamsfurt,direct_mail,organic,influencer_campaign_45
821,48,7,Benjamin,Robinson,rebeccagonzalez@example.net,+1-374-215-9209x410,Fuller Group,Armed forces operational officer,Education,8738,Social Media,15,Nurturing,2024-06-05,2023-12-19,,French Southern Territories,North Dakota,Brittanymouth,social_media,organic,seo_campaign_48
822,37,3,Cynthia,Harris,wendyroy@example.org,(214)743-5754x78935,"Todd, Davidson and White",Ambulance person,Healthcare,7657,Events,4,Nurturing,2024-10-19,2024-11-11,,Jersey,Wisconsin,Brownland,events,referral,direct_mail_campaign_37
823,44,7,Sherri,Pugh,johnhiggins@example.org,691.323.7745,"Doyle, Clark and Gentry",Research scientist (physical sciences),Education,8201,Influencer,58,New,2024-02-23,2024-08-26,,Algeria,New York,Port Bradleyfurt,influencer,paid,content_marketing_campaign_44
824,8,5,Olivia,Cardenas,billy07@example.net,584.678.4830,"Skinner, Bell and Lewis",Land/geomatics surveyor,Manufacturing,4666,Influencer,89,Nurturing,2023-11-05,2024-03-06,,Niger,Florida,Lopezton,influencer,referral,direct_mail_campaign_8
825,1,2,Jaime,Camacho,latoyahartman@example.com,616.678.5984,Pierce Ltd,"Teacher, primary school",Finance,9628,Display,28,New,2024-04-12,2024-05-30,,Antigua and Barbuda,New Jersey,Ryanmouth,display,social,content_marketing_campaign_1
826,28,1,Christine,Harrington,paulerik@example.net,2294996633,Howard Group,Manufacturing engineer,Finance,53,Display,32,New,2024-12-19,2024-12-26,2024-12-28,Falkland Islands (Malvinas),Arkansas,Lake Steven,display,social,influencer_campaign_28
827,2,4,David,Delacruz,jason85@example.org,4422318206,Rice-Martinez,Amenity horticulturist,Retail,3892,Direct Mail,8,Contacted,2024-04-22,2024-05-16,,Cuba,North Dakota,Scottfort,direct_mail,referral,webinars_campaign_2
828,29,6,Nicole,Matthews,josephmoran@example.net,+1-853-681-5182x72382,Matthews Inc,Retail merchandiser,Finance,3026,Influencer,47,Contacted,2023-10-13,2024-08-06,,Marshall Islands,North Dakota,West Rebeccashire,influencer,email,seo_campaign_29
829,16,4,Brian,Palmer,nluna@example.com,348-776-1504x8849,"Johnson, Armstrong and Pena",Homeopath,Education,4760,Paid Search,6,Qualified,2024-12-17,2024-09-05,,Nepal,Mississippi,Kristenborough,paid_search,paid,display_campaign_16
830,22,5,William,Miller,romerojennifer@example.net,(677)754-7777,"Russo, Wood and Suarez",Commercial/residential surveyor,Healthcare,3553,Display,66,Converted,2023-09-03,2023-12-18,,Sudan,Kansas,Carlsonton,display,email,seo_campaign_22
831,32,4,Bryan,Mitchell,patricia94@example.net,996-374-1662x3956,Rivera PLC,Environmental consultant,Finance,490,Influencer,22,Converted,2023-04-02,2023-07-24,,Somalia,Alaska,Turnerberg,influencer,social,events_campaign_32
832,32,4,Dylan,Webb,james14@example.com,734-717-0054,"Allen, Roberts and Kelly",Legal secretary,Government,5957,Influencer,56,Qualified,2023-07-03,2023-11-16,,Zimbabwe,Texas,East Nathan,influencer,organic,events_campaign_32
833,45,1,Tara,Duran,jhicks@example.net,(904)391-0860x431,Bartlett-Becker,"Surveyor, land/geomatics",Finance,2600,Direct Mail,12,Nurturing,2023-12-28,2024-03-06,,Czech Republic,Montana,Eatonbury,direct_mail,email,influencer_campaign_45
834,43,6,Erin,Johnson,debbie01@example.org,(458)839-1115x320,Williams-Carr,Energy manager,Manufacturing,3889,Social Media,91,Qualified,2024-03-20,2024-04-04,,Namibia,Arizona,North Elizabeth,social_media,social,seo_campaign_43
835,35,3,Ann,West,sherrygamble@example.org,+1-389-838-4478,Reynolds-Wright,Government social research officer,Government,2214,Events,95,New,2024-09-22,2024-10-09,,Bermuda,Idaho,Jacobfurt,events,organic,webinars_campaign_35
836,19,5,Timothy,Hernandez,bparker@example.com,383.927.9663x795,Summers-Turner,Travel agency manager,Retail,2766,Influencer,40,Converted,2024-06-13,2024-09-22,,Venezuela,Kentucky,Ochoaborough,influencer,referral,direct_mail_campaign_19
837,40,2,Jacqueline,Wright,mark66@example.com,+1-623-894-0269x0896,Barnes-Ferrell,"Scientist, physiological",Technology,1995,Email,85,Disqualified,2023-03-03,2023-06-02,2023-08-11,Sierra Leone,Tennessee,West Patrick,email,organic,webinars_campaign_40
838,9,5,Jacob,Williams,fclark@example.net,+1-640-761-3867,Mason-Williams,Geochemist,Government,5402,Webinars,42,Disqualified,2024-01-25,2024-10-09,,Peru,Wyoming,Batesstad,webinars,organic,content_marketing_campaign_9
839,33,7,Paul,Rhodes,tannermatthew@example.net,(867)564-4943,Owens LLC,Paediatric nurse,Technology,4184,Display,56,Contacted,2024-07-19,2024-08-27,,Christmas Island,Arizona,West Edwardhaven,display,organic,direct_mail_campaign_33
840,29,6,John,Baldwin,derrick35@example.org,+1-791-798-5056x5133,Daniels Ltd,General practice doctor,Healthcare,3042,Influencer,24,Nurturing,2023-10-11,2024-10-30,,United Arab Emirates,Nevada,Mckinneyborough,influencer,social,seo_campaign_29
841,32,4,Emily,Holt,chandavid@example.org,+1-210-260-8917,Hernandez-Morrison,Seismic interpreter,Finance,5728,Influencer,59,Nurturing,2023-06-02,2024-11-02,,Switzerland,Wyoming,Coxtown,influencer,paid,events_campaign_32
842,9,5,Thomas,Warner,christina61@example.org,235-883-0407x7513,Smith and Sons,Counselling psychologist,Technology,6578,Webinars,71,Disqualified,2024-02-07,2024-04-02,,Swaziland,New Jersey,West Yeseniabury,webinars,social,content_marketing_campaign_9
843,3,7,Justin,Miller,scottwright@example.org,(566)865-6023,Strong LLC,"Librarian, academic",Retail,364,Influencer,54,Qualified,2023-03-25,2023-10-11,,Canada,Nebraska,Bentleyton,influencer,social,seo_campaign_3
844,26,7,Crystal,Kennedy,thomasjennifer@example.org,2057687069,Krueger-Barton,"Editor, magazine features",Technology,8562,SEO,12,Converted,2024-01-08,2024-07-06,,Sudan,Idaho,West Lauren,seo,social,events_campaign_26
845,37,3,Linda,Wolf,alvingrimes@example.com,349.551.6570x79432,Hernandez and Sons,Occupational hygienist,Manufacturing,4343,Events,53,Nurturing,2024-10-29,2024-10-22,,Greenland,West Virginia,New Angelton,events,paid,direct_mail_campaign_37
846,5,5,Melissa,Delgado,morriskevin@example.net,7515093346,Hooper and Sons,Field seismologist,Technology,5173,Influencer,62,Nurturing,2024-09-11,2024-10-19,2024-08-24,Trinidad and Tobago,Arkansas,New Loriport,influencer,email,social_media_campaign_5
847,26,7,Kelli,Baker,chickman@example.net,+1-521-570-4701x2592,"Weiss, Garner and Davis","Solicitor, Scotland",Finance,6238,SEO,68,New,2024-01-08,2024-05-20,,Argentina,Minnesota,South Stephaniebury,seo,referral,events_campaign_26
848,16,4,Anthony,Miles,jenningsjennifer@example.net,569-883-3179,Schneider-Johnson,Town planner,Manufacturing,4223,Paid Search,93,Contacted,2024-09-07,2024-10-14,,Spain,South Dakota,Sarahstad,paid_search,social,display_campaign_16
849,48,7,Matthew,Harris,stuart76@example.com,8944620785,"David, White and Rodriguez","Designer, jewellery",Education,428,Social Media,98,Qualified,2024-07-18,2024-09-26,,Hungary,West Virginia,North Annhaven,social_media,email,seo_campaign_48
850,48,7,David,Fritz,ryansmith@example.net,294-590-8170,Porter Group,Dispensing optician,Retail,396,Social Media,45,Nurturing,2024-03-14,2024-04-07,,Swaziland,New York,Gloverland,social_media,paid,seo_campaign_48
851,43,6,Brianna,Anderson,ghunter@example.org,001-956-596-4607,"Stewart, Wheeler and Myers","Surveyor, quantity",Manufacturing,1837,Social Media,76,Qualified,2023-10-11,2024-02-26,2024-12-17,Heard Island and McDonald Islands,Montana,Port Sara,social_media,referral,seo_campaign_43
852,48,7,Elizabeth,Robles,michaelwilliams@example.com,367-448-6735,"Rodriguez, Acosta and Baker","Production assistant, television",Finance,8178,Social Media,58,Disqualified,2023-09-22,2024-10-15,,Vanuatu,South Carolina,Diamondport,social_media,social,seo_campaign_48
853,35,3,Joe,Hughes,lwalton@example.com,(301)493-0646,Pacheco-Rodriguez,Chartered public finance accountant,Retail,6886,Events,75,Disqualified,2024-09-11,2024-10-18,,Argentina,Indiana,East Kathyfort,events,referral,webinars_campaign_35
